Leaf No.,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,Avg Total Chlorophyll (µg/cm2),leaf
16,0.1409840497431738,0.0672791377948815,0.0845029685478544,0.061070787836841,0.0901427321956938,0.1528320210521918,0.1886261638421863,0.1313866873249508,0.1089740213569989,0.0803858520900321,0.1131313484501477,0.2106902654867256,0.4747096774193549,0.460639127045986,0.3932544644288416,0.4535444976447554,0.4451856343912136,0.4091121132016794,42.56759017,banana
17,0.1666666666666666,0.0744085686638712,0.0952671302213414,0.0675913193147977,0.120655538393782,0.2348165242998266,0.2519793690133298,0.1799535188606162,0.1613888632862391,0.0960235027412154,0.1459815731044249,0.2819115044247787,0.5642150537634408,0.5091050804223057,0.4101183033567375,0.4513152538430224,0.4429957550030322,0.4014927693982273,19.19219542,banana
18,0.1409840497431738,0.0611618414174331,0.0747159457336163,0.061070787836841,0.0873265471959109,0.1447390405380004,0.1670306115613905,0.1251534473511709,0.1097278365175714,0.0845497235651993,0.1113131348450147,0.184,0.4630537634408602,0.460639127045986,0.4101183033567375,0.4778723321767111,0.4693079981133347,0.4242730524024257,76.18880164333332,banana
19,0.1409840497431738,0.0693145291350143,0.0893964799549734,0.061070787836841,0.0920160534951089,0.1491249138489171,0.1526291111259963,0.1070973124366843,0.1093525748219152,0.0709708760322931,0.122257382122065,0.1810265486725663,0.4708387096774193,0.4727556153900659,0.4045077105575326,0.4668036520828891,0.4539451519439391,0.4091121132016794,65.37167558666668,banana
20,0.1923492835901595,0.0815491218899109,0.0923318050881574,0.0798036555046581,0.1380302832933236,0.266196403583885,0.290133297608681,0.2285203503962815,0.1881608226789735,0.1304911055078766,0.1423276630710327,0.2996814159292035,0.5058494623655914,0.4545454545454546,0.4016863838927896,0.4446856766239556,0.4342025469981807,0.4166537085989737,13.009980116666666,banana
21,0.1409840497431738,0.0611618414174331,0.0747159457336163,0.061070787836841,0.0887346396958023,0.1477726029113844,0.1778283877017884,0.126404862642274,0.1172692798925566,0.0814268199588239,0.1076592248116225,0.1958230088495575,0.4630537634408602,0.4545454545454546,0.4157288961559424,0.4778723321767111,0.4671181187251533,0.4166537085989737,56.75211462333334,banana
22,0.1666666666666666,0.0621850982660245,0.0831975110318977,0.061070787836841,0.118782217094367,0.2459535097429042,0.2678143211199678,0.1886657529348668,0.1825022713207895,0.0960235027412154,0.1423276630710327,0.2937345132743362,0.552516129032258,0.4908949195776943,0.4072969766919945,0.4446856766239556,0.4363924263863621,0.4014927693982273,16.24644707,banana
23,0.1409840497431738,0.0703377859836056,0.0955954488780491,0.0578196289854016,0.0915508246955852,0.1481119859652054,0.1475919351597562,0.1027352362791252,0.1082202061964264,0.0699299081635013,0.1113131348450147,0.184,0.4630537634408602,0.4727556153900659,0.4157288961559424,0.475662473103689,0.4583249107203019,0.4091121132016794,68.32959374,banana
24,0.1409840497431738,0.0703377859836056,0.0900492087129517,0.0659611864453085,0.1009360403446415,0.1666684070925836,0.1828655636680286,0.1295155235087301,0.1172692798925566,0.0824677878276157,0.1094949212398818,0.2047433628318584,0.455268817204301,0.448522638701906,0.4045077105575326,0.4645937930098668,0.4561350313321205,0.4091121132016794,54.51767387666666,banana
25,0.1409840497431738,0.0733964341723298,0.0831975110318977,0.0643310535758193,0.089199868495326,0.133267893318853,0.1670306115613905,0.1207913711936118,0.1210416474646793,0.0803858520900321,0.1259112921554572,0.1869734513274336,0.4474838709677419,0.460639127045986,0.4101183033567375,0.4645937930098668,0.4539451519439391,0.4091121132016794,72.63928697666667,banana
26,0.1409840497431738,0.0621850982660245,0.0776512708668003,0.0578196289854016,0.0849755909956516,0.1390008562895511,0.1540625627972402,0.107717060961802,0.0969096870185787,0.0709708760322931,0.1021871011730974,0.1869734513274336,0.4708387096774193,0.4727556153900659,0.3988650572280465,0.4601740748638223,0.4517552725557577,0.4091121132016794,61.189856405,banana
27,0.1538253582049202,0.0652437464547487,0.08286919237519,0.0651506734543335,0.097183194695151,0.1636296234414485,0.1994239399825842,0.1450807460818783,0.1368783493752222,0.0939415670036318,0.1277295057605902,0.2106902654867256,0.4824946236559139,0.4848721037341458,0.4410246545477862,0.5066392695834222,0.4846708442827303,0.4394339916031721,65.13233359333333,banana
28,0.1409840497431738,0.071361042832197,0.0995118214259191,0.0627009207063302,0.1070398421943912,0.1966959754391094,0.2152588920892223,0.1419700852154222,0.1361245342146497,0.0782807837331421,0.1368555394325075,0.2344070796460177,0.5330752688172044,0.5030114079217742,0.4045077105575326,0.4491053947700002,0.4363924263863621,0.3939511740009329,34.839382863333334,banana
29,0.1409840497431738,0.058103193228709,0.0717767120449952,0.0586301419763767,0.0802798816457934,0.1292161817840061,0.1526291111259963,0.1108396400691257,0.1040725769286476,0.0761988479955585,0.1003688875679644,0.1721061946902654,0.4396989247311827,0.448522638701906,0.4045077105575326,0.4668036520828891,0.4495653931675764,0.4091121132016794,79.25833077666667,banana
30,0.1409840497431738,0.0672791377948815,0.0897208900562441,0.0594497618548908,0.0920160534951089,0.1528320210521918,0.1648603389376381,0.1139503009355819,0.1040725769286476,0.0720349765203914,0.0967149775345723,0.1810265486725663,0.4513548387096774,0.4545454545454546,0.4016863838927896,0.4601740748638223,0.4539451519439391,0.4014927693982273,69.28109059666667,banana
31,0.1666666666666666,0.0703377859836056,0.0926601237448651,0.0618904077153551,0.1145517365440323,0.2385288527808524,0.2793355214682832,0.2017400631666766,0.1674193845708191,0.1043743783108561,0.1295652021888494,0.3026548672566371,0.552516129032258,0.4908949195776943,0.4072969766919945,0.4491053947700002,0.4298227882218179,0.4014927693982273,19.58267273333333,banana
