,Leaf No.,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
3120,53,1,64,50,0.0983175718773469,0.1261920293681209,0.1874883002402318,0.1879843572500602,0.1250435075080528,0.1120458517362609,White LED,12.5 mA,b'OK Read',10:20:45,40.67667822,32.588465256666666,8.088212963333334,2.1430984593333333,1.7169850626666667,0.426113397
3180,54,1,64,50,0.1338941352468246,0.1389941416872662,0.2020978008403535,0.2069827442750003,0.1622608782035177,0.1315487534384486,White LED,12.5 mA,b'OK Read',10:31:30,44.929064,36.20558503,8.723478971666667,2.542229019333333,2.048694379,0.4935346406666667
3240,55,1,64,50,0.1440588676381039,0.1585891914261983,0.1781232581217946,0.2018165005480947,0.1319999923357513,0.1502868256536154,White LED,12.5 mA,b'OK Read',10:43:17,58.48311051333334,46.33950626333333,12.143604253333333,2.981634854333333,2.363003607,0.6186312466666667
3300,56,1,64,50,0.0962145124766697,0.142129363373888,0.1938565288807692,0.1933172212200673,0.1262608702444902,0.1089866171937922,White LED,12.5 mA,b'OK Read',10:54:55,49.94804492666666,39.59566779,10.352377134666668,2.33228204,1.848416113,0.4838659269999999
3360,57,1,64,50,0.129512808746681,0.1207054343177598,0.1369170379053111,0.1516540309186199,0.1259130312641655,0.1227533811489381,White LED,12.5 mA,b'OK Read',11:06:26,88.13580753333333,66.94154503666667,21.194262496666667,4.071699866666666,3.093036411,0.9786634556666668
3420,58,1,64,50,0.1279355216568996,0.1133899170489755,0.141974178096947,0.1503207886453227,0.1271304676953022,0.1173996581454069,White LED,12.5 mA,b'OK Read',11:17:45,86.60396438,66.53751307,20.06645131333333,3.980107768,3.0589711210000003,0.9211366473333332
3480,59,1,64,50,0.1088328091949215,0.1233180761553842,0.1520883886894997,0.1619864833313704,0.124695668527728,0.1082217877067713,White LED,12.5 mA,b'OK Read',11:28:44,73.19187475,56.98039187999999,16.21148287,3.2866169013333333,2.559007782333333,0.7276091189999999
3540,60,1,64,50,0.12337889792925,0.1107772752113512,0.140288418172589,0.1476543391397889,0.1243478295474032,0.1170171599962817,White LED,12.5 mA,b'OK Read',11:39:42,68.99135758666665,52.37300543,16.618352156666667,3.881754666,2.946909788,0.9348448776666666
3600,61,1,64,50,0.1272344819614035,0.1925538785251321,0.3176625078202681,0.3188067930179565,0.2939130315589443,0.2206501375921574,White LED,12.5 mA,b'OK Read',09:39:19,8.577138006666667,6.974148216333333,1.6029897906666666,0.4816306073333333,0.391828227,0.0898023806666666
3660,62,1,64,50,0.1144409178585512,0.1617243702115929,0.3051132990385229,0.295975334457287,0.2309565343505363,0.160229442173657,White LED,12.5 mA,b'OK Read',09:50:27,15.593116566666668,12.389661486666668,3.2034550786666665,0.904895345,0.7184875663333333,0.1864077786666667
3720,63,1,64,50,0.0920083936753154,0.1444807367376272,0.2846974897726499,0.269477564768232,0.2187826122073648,0.1483747519360632,White LED,12.5 mA,b'OK Read',10:02:29,15.786143533333336,12.296684033333335,3.4894594956666665,1.008476427,0.784188037,0.2242883896666666
3780,64,1,64,50,0.0921836610599158,0.1413455579522326,0.2721483507816237,0.2576452147980221,0.1982608861625453,0.1315487534384486,White LED,12.5 mA,b'OK Read',10:13:13,17.52642003,13.656886186666666,3.869533847333333,1.193442596,0.930072025,0.2633705706666666
3840,65,1,64,50,0.1119873833744844,0.1055519057336482,0.1635137575216729,0.1618198630882688,0.1382608728974994,0.1128106812232817,White LED,12.5 mA,b'OK Read',10:29:49,51.65565694666666,40.92198564666666,10.733671296666666,2.5071519760000003,1.983856448,0.5232955286666666
3900,66,1,64,50,0.1168945120284292,0.1217504653120732,0.2084660294808908,0.1978168438103243,0.1596521963931308,0.1116635203983652,White LED,12.5 mA,b'OK Read',10:40:22,43.61921671333334,34.23145410666667,9.387762608666668,2.551268231333333,2.002218934,0.5490492969999999
3960,67,1,64,50,0.1051524627044628,0.1008491161049426,0.1726915162454212,0.1649862434052285,0.1375651949368499,0.1032504794467505,White LED,12.5 mA,b'OK Read',10:53:49,43.91946335,34.60214284,9.317320506666666,2.655732345333333,2.093086468333333,0.562645877
4020,68,1,64,50,0.1168945120284292,0.0903984629519909,0.1730661179301587,0.1599866549624852,0.1467825962893097,0.1193116484573443,White LED,12.5 mA,b'OK Read',11:04:32,55.30040634333333,43.39240448666667,11.908001853333332,2.696106335333333,2.115756869333333,0.580349466
4080,69,1,64,50,0.1009463737460141,0.1719137977918866,0.3015546004811965,0.2963086450256113,0.2173913299807649,0.1548757191701258,White LED,12.5 mA,b'OK Read',09:28:43,13.364435326666666,10.288748987333332,3.075686339,0.7747039456666666,0.596165208,0.178538738
4140,70,1,64,50,0.0972660272555555,0.1418680949000029,0.2856340114321734,0.2681443224949347,0.2053912904804062,0.1338431584938964,White LED,12.5 mA,b'OK Read',09:43:06,17.737077646666666,13.69461696,4.042460682333334,1.1496301226666663,0.8871287143333332,0.2625014086666666
4200,71,1,64,50,0.0948124629285831,0.129849788002513,0.2367484741262511,0.227814339425724,0.1641739189006048,0.1185468189703234,White LED,12.5 mA,b'OK Read',09:56:46,20.795965196666668,14.69217137,6.1037938270000005,1.153268510333333,0.8208129093333335,0.3324556006666666
4260,72,1,64,50,0.1237294028555452,0.2090137065774424,0.306049855593406,0.3209732416299433,0.2302608563898868,0.1869980571913134,White LED,12.5 mA,b'OK Read',10:08:03,14.375718563333336,11.429662116666668,2.946056447666667,0.7753008093333333,0.6163031263333334,0.1589976826666666
4320,73,1,64,50,0.1133894030796655,0.1003265791571723,0.1457201949443219,0.1451545799594778,0.1302608711288266,0.1047800550151775,White LED,12.5 mA,b'OK Read',10:19:53,66.03464509999999,55.32911430333333,10.705530800333332,3.3400913496666664,2.7811553693333333,0.5589359803333332
4380,74,1,64,50,0.1023484232941008,0.1021554584743684,0.1762502496981071,0.1673193823424381,0.1353043521067877,0.1051624697586879,White LED,12.5 mA,b'OK Read',10:31:07,43.31667256,34.25780576,9.0588668035,2.554520336,2.0211464340000003,0.5333739015000001
4440,75,1,64,50,0.1153172249386478,0.1050294116871051,0.1777486564370571,0.1664861059216273,0.1511304361539709,0.1086042024502818,White LED,12.5 mA,b'OK Read',10:47:16,46.95531819666667,36.92156280333333,10.033755396333332,2.590791246,2.037892139,0.5528991073333334
4500,76,1,64,50,0.1035751756146814,0.1094709328419255,0.182056593259218,0.1738188683426408,0.1351304326166253,0.1070746268818548,White LED,12.5 mA,b'OK Read',10:56:41,44.48305078333333,35.09524730333333,9.387803478666669,2.926158483,2.308678901,0.617479582
4560,77,1,64,50,0.0988433441882425,0.1024167269482535,0.1721295962706352,0.1634863808888298,0.1335651940525135,0.0982791711867297,White LED,12.5 mA,b'OK Read',09:27:19,42.40519991,33.74183741666666,8.663362492333334,2.163936223,1.7213810056666663,0.4425552176666666
4620,78,1,64,50,0.1388012639007694,0.1904637307340509,0.3225323297218556,0.3264727959251731,0.2839999890931845,0.206500958893501,White LED,12.5 mA,b'OK Read',09:38:28,11.59273773,9.262153686333331,2.3305840463333336,0.6326750099999999,0.505412105,0.1272629053333333
4680,79,1,64,50,0.1097090864321124,0.1596342653217389,0.2985577870032966,0.2933088849517531,0.2246956537887882,0.1632886767161258,White LED,12.5 mA,b'OK Read',09:54:04,16.33250414666667,13.23740932,3.095094826,1.0746335383333332,0.8714846609999999,0.2031488776666666
4740,80,1,64,50,0.1335436303205293,0.129849788002513,0.2221389735261294,0.2159820244965747,0.1852174034159114,0.1369024764419798,White LED,12.5 mA,b'OK Read',10:06:56,37.600818185,30.57919172,7.021626465,2.1920908050000003,1.7826808955,0.4094099095
4800,81,1,64,50,0.1151419277111418,0.1050294116871051,0.1651994825506714,0.1616532078041067,0.1413913131783735,0.1105162761678339,White LED,12.5 mA,b'OK Read',10:17:48,56.30920909,44.51648236,11.792726729999998,2.8127023016666666,2.2237853273333337,0.5889169743333333
4860,82,1,64,50,0.1209253336022776,0.1052906801609902,0.17737401985696,0.1686525895746747,0.1502608755505086,0.1108986909113443,White LED,12.5 mA,b'OK Read',10:28:34,54.265239363333336,42.69149355666667,11.573745803333331,2.876979385,2.2633729280000003,0.6136064569999999
4920,83,1,64,50,0.10725552210514,0.1029392638960238,0.1723169145606837,0.159819999678323,0.1445217534592476,0.1028680647032401,White LED,12.5 mA,b'OK Read',10:39:52,47.94354766333333,37.414383060000006,10.529164603333331,2.681369359333333,2.0926060706666667,0.588763289
4980,84,1,64,50,0.1274097493460039,0.1227955392076139,0.1689454993980463,0.1749854202907153,0.1434782733656229,0.1284894354903651,White LED,12.5 mA,b'OK Read',10:51:23,57.099052916666665,45.40839090333333,11.690662013333332,2.466509033666666,1.9611279403333333,0.505381093
5040,85,1,64,50,0.10725552210514,0.1126061116273201,0.198351749097619,0.1823181476706682,0.1488695564765591,0.0913957892091567,White LED,12.5 mA,b'OK Read',09:37:58,48.293243106666665,38.04224532666667,10.250997776,2.387997211333333,1.881473400333333,0.506523811
5100,86,1,64,50,0.1070802845634452,0.1099934697896958,0.1717550294812573,0.1731522121649316,0.1292173910352019,0.1101338614243235,White LED,12.5 mA,b'OK Read',09:48:38,46.01157404333333,35.493318556666665,10.518255486666666,2.692974735,2.07740532,0.6155694153333334
5160,87,1,64,50,0.1142656803168564,0.0990202796889738,0.1532121937437122,0.1518206862027821,0.1229565104734538,0.1024856499597296,White LED,12.5 mA,b'OK Read',10:01:55,59.57915006333334,45.86821029,13.710939773333337,3.4162407666666668,2.629926878,0.786313889
5220,88,1,64,50,0.1053277300890633,0.0948399841068113,0.1485296901321733,0.1413215785058695,0.1283478304317396,0.0986615859302401,White LED,12.5 mA,b'OK Read',10:22:48,59.71110639666667,46.11751354,13.593592856666666,3.252474873,2.512131978333333,0.7403428943333333
5280,89,1,64,50,0.1033999082300809,0.0961463264762371,0.1509646185306467,0.1423214751697818,0.1328695897865632,0.0998088301607714,White LED,12.5 mA,b'OK Read',10:34:03,69.16990089,54.197942356666665,14.971958533333334,3.4209372676666665,2.681092248666667,0.739845019
5340,90,1,64,50,0.1393270362116651,0.1037230693176793,0.1528375920589746,0.1488209261289239,0.1577391188486942,0.1216061369184069,White LED,12.5 mA,b'OK Read',10:45:05,78.32532597333334,59.57308717,18.752238806666664,4.143619259666667,3.1517336090000003,0.99188565
5400,91,1,64,50,0.1359971946475018,0.1128674230024325,0.1665106058949324,0.1641530020254784,0.1488695564765591,0.1154875844278548,White LED,12.5 mA,b'OK Read',10:55:13,63.203385913333335,50.17142722333333,13.031958690000002,3.333601917,2.6465291836666665,0.6870727336666667
5460,92,1,64,50,0.1323168779999487,0.1034618008437942,0.1432852665458484,0.1433213718336941,0.1452173945725475,0.116634828658386,White LED,12.5 mA,b'OK Read',11:07:45,75.80318785333333,58.11535215,17.687835703333334,3.811926953333333,2.9226020163333337,0.8893249366666667
5520,93,1,64,50,0.1218016108394685,0.1146963023196285,0.2017231642602564,0.1884842880614861,0.1678260808046164,0.1200764779443652,White LED,12.5 mA,b'OK Read',09:14:05,38.13202518,29.26772677,8.864298413,2.236447059,1.7164372853333332,0.5200097736666667
5580,94,1,64,50,0.1140904427751616,0.1144350338457434,0.1843041684722834,0.1791517673537085,0.1535652353215451,0.1193116484573443,White LED,12.5 mA,b'OK Read',09:28:10,38.53463331333333,30.04259429333333,8.492039015000001,2.1528752206666666,1.67865948,0.4742157409999999
5640,95,1,64,50,0.1223273831503642,0.1233180761553842,0.1869264151608054,0.1963169462528649,0.1525217552279204,0.1334608271560007,White LED,12.5 mA,b'OK Read',09:38:52,43.409857503333335,34.307489409999995,9.102368096666666,2.262581606666666,1.78828557,0.474296037
5700,96,1,64,50,0.1139151753905611,0.1131286914763176,0.1846787701570209,0.178151800607675,0.149739153927371,0.112428349885386,White LED,12.5 mA,b'OK Read',09:49:40,43.66111464666667,34.14571848333333,9.515396163,2.3309034033333336,1.8229908013333336,0.5079126023333334
5760,97,1,64,50,0.1398527786796552,0.1170476756833677,0.180932753309646,0.1789850770284858,0.1646956773710919,0.1365200616984694,White LED,12.5 mA,b'OK Read',10:00:47,67.50378754,50.76696297333333,16.736824566666666,2.603186877,1.9578070453333327,0.645379832
5820,98,1,64,50,0.1267087394934134,0.1146963023196285,0.1680089777385228,0.1693192457523839,0.1464347941563346,0.1189293171194486,White LED,12.5 mA,b'OK Read',10:16:24,58.02233383,45.69792742333333,12.324406403333333,3.3814631573333336,2.662800541,0.7186626163333334
5880,99,1,64,50,0.1163687397175336,0.1008491161049426,0.1567709271963981,0.1526539275825323,0.142608675914811,0.1173996581454069,White LED,12.5 mA,b'OK Read',10:32:38,61.942167516666665,49.81993193333333,12.122235586666667,3.074407283333333,2.4729356546666668,0.6014716286666667
5940,100,1,64,50,0.1076060270314352,0.1079033219986145,0.1348567111915751,0.1433213718336941,0.1113043468007694,0.1051624697586879,White LED,12.5 mA,b'OK Read',10:49:28,70.41529162666666,53.32619053333334,17.089101096666667,3.322357194,2.516477751333333,0.8058794429999999
