,Leaf No.,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,560 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time,Avg Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg)
5043,21,1,64,50,0.1538253582049202,0.0815491218899109,0.1151694945065253,0.0724726110357263,0.1032869965449007,0.1926442639042626,0.0921562060419318,0.0859305166557416,0.1146292809459228,0.0730759443891831,0.0930610675011801,0.1424424778761062,0.4747096774193549,0.4364061503578261,0.3483056009746401,0.4070793029251556,0.3048312108348494,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:32:14,40.39720041333334,32.52003332666666,7.877167087333333,2.849456314,2.293190763666667,0.5562655503333334
5295,22,1,64,50,0.1154366044876993,0.1172296433060094,0.1892327114821633,0.0895753458340542,0.1455421776429648,0.2122136129153526,0.1965436398955053,0.1986294023002204,0.2541476292677788,0.1576256679543825,0.1897760450357523,0.2463008849557522,0.3735483870967742,0.3333097144476724,0.362348113237793,0.3938007637583112,0.3596455764436359,0.4014927693982273,b'White IR',12.5 mA,b'OK Read',10:46:57,9.834843474333333,8.371776504333333,1.4630669713333333,0.8702122626666666,0.7404787623333334,0.1297335003333333
5547,23,1,64,50,0.1409840497431738,0.1192650346461422,0.1820566036998385,0.0765433897656797,0.1342712345931729,0.2243583049643908,0.0827918815727778,0.080328943447947,0.1135002040896941,0.0699299081635013,0.1058410112064896,0.127575221238938,0.4435698924731182,0.3939630128250549,0.3202205764483344,0.3672436854246225,0.2850886058890911,0.325765821800653,b'White IR',12.5 mA,b'OK Read',10:59:27,28.048259490000003,22.75448508,5.2937744140000005,2.626493391,2.130591931,0.4959014606666667
5799,24,1,64,50,0.1154366044876993,0.116206386457418,0.1823810138011092,0.0846940541131257,0.1366221907934322,0.207488356550615,0.1331904347243619,0.1320064358500685,0.152715051285765,0.1075204145365379,0.1313834157939824,0.184,0.4124731182795699,0.369730036136895,0.365169439902536,0.4159187392172446,0.3618354558318173,0.4014927693982273,b'White IR',12.5 mA,b'OK Read',11:14:44,31.58517208666667,25.31606580333333,6.269106285333333,1.9300336463333327,1.546974847666667,0.383058799
6051,25,1,64,50,0.1409840497431738,0.1192650346461422,0.1804228275271742,0.0814337883741473,0.142254560792998,0.2199724316534742,0.1497488110389175,0.1276443596925094,0.1187769102137016,0.09290059913484,0.1167852584835399,0.1869734513274336,0.420258064516129,0.3757528519804435,0.3567375204385881,0.4114990210712002,0.3771983020012128,0.3864095786036386,b'White IR',12.5 mA,b'OK Read',9:25:49,35.80126854,28.92993799,6.871330551,2.7862744310000003,2.251448732,0.5348256993333333
6303,26,1,64,50,0.1409840497431738,0.1182417777975508,0.1735711298461201,0.0944657444425218,0.1586864419921717,0.2321171237025124,0.202304240069663,0.184935343543293,0.1821270096251333,0.1367369127206273,0.1405094494658997,0.2522477876106195,0.4241290322580645,0.3636363636363637,0.362348113237793,0.4070793029251556,0.3903712687824271,0.4014927693982273,b'White IR',12.5 mA,b'OK Read',9:39:16,20.747571776666664,16.864934413333334,3.882637366,1.8343721616666664,1.4909973736666666,0.343374788
6555,27,1,64,50,0.1538253582049202,0.0744085686638712,0.0916790763301791,0.0749223637837296,0.1056317496944997,0.1781395543117311,0.0734275571036238,0.0691138787914903,0.1172692798925566,0.0709708760322931,0.1021871011730974,0.1068318584070796,0.4747096774193549,0.4303124778572946,0.3314738225770254,0.3783123655184445,0.2412236372212115,0.2802830041984139,b'White IR',12.5 mA,b'OK Read',9:56:14,29.14193016,24.117611,5.024319162333334,2.4237723973333334,2.005738045333333,0.4180343523333333
6807,28,1,64,50,0.1281427412814274,0.1223236828348663,0.1810755562851525,0.0912054787035434,0.1600945344920632,0.2267235437856352,0.192939915600509,0.1562838924974673,0.1259430918930306,0.1075204145365379,0.122257382122065,0.2106902654867256,0.392989247311828,0.3515198752922837,0.3595588471033311,0.4114990210712002,0.4100801832760596,0.4014927693982273,b'White IR',12.5 mA,b'OK Read',10:08:43,35.285204310000005,28.85770201,6.427502299,2.418592552,1.977906093,0.440686459
7059,29,1,64,50,0.1538253582049202,0.0723731773237384,0.0851556973058327,0.0798036555046581,0.1061031815446836,0.1636296234414485,0.1123049099068926,0.1058578153864489,0.1327307201074433,0.0897776955284647,0.1131313484501477,0.1631858407079646,0.4824946236559139,0.4424289662013746,0.3736013593664839,0.4269874193110667,0.3465063001145476,0.3712486394028922,b'White IR',12.5 mA,b'OK Read',10:22:21,41.190247813333336,33.20720567666667,7.983042135333332,2.314702097333333,1.8660459996666667,0.448656098
7311,30,1,64,50,0.1409840497431738,0.1049950505511128,0.1461643391219039,0.0846940541131257,0.1389669439430312,0.2051283390071218,0.1108714582356487,0.1083487277277873,0.1383859796963672,0.0939415670036318,0.1076592248116225,0.1631858407079646,0.420258064516129,0.3636363636363637,0.3342630887114872,0.3827320836644891,0.3092109696112122,0.3409267610013994,b'White IR',12.5 mA,b'OK Read',10:35:42,25.07183042,20.50585461333333,4.565975808,2.362691151,1.932354299,0.4303368523333333
7563,31,1,64,50,0.1281427412814274,0.1192650346461422,0.1735711298461201,0.0903949657125684,0.1521112082922381,0.2186253419936926,0.1281532587581217,0.1201716226684941,0.1391397948569397,0.0991695389668972,0.1186209549117991,0.1780530973451327,0.4046881720430107,0.3636363636363637,0.3511269276393832,0.3982204819043557,0.3420928508860589,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',10:47:18,31.280128583333333,25.35031163333333,5.92981695,2.8969486156666666,2.3478389456666666,0.5491096693333334
7815,32,1,64,50,0.1538253582049202,0.0937837146448075,0.1334419911744818,0.0757328767747047,0.1150231683942162,0.1973695202690002,0.1195123584968852,0.1058578153864489,0.1119925737685491,0.0835087556964075,0.1040053147782303,0.1631858407079646,0.4786236559139785,0.4424289662013746,0.365169439902536,0.4247775602380445,0.3596455764436359,0.3864095786036386,b'White IR',12.5 mA,b'OK Read',11:05:02,38.29160831,31.21586852333333,7.075739784333334,2.806308711666667,2.2877869273333333,0.5185217839999999
8067,33,1,64,50,0.1538253582049202,0.0764550823610539,0.0949427201200708,0.0732922309142404,0.1018789040450093,0.1693678076898978,0.141107910777681,0.1195518741433764,0.1161402030363279,0.0897776955284647,0.1076592248116225,0.1721061946902654,0.4591397849462366,0.4424289662013746,0.3567375204385881,0.4114990210712002,0.3706286638366687,0.3787902348001866,b'White IR',12.5 mA,b'OK Read',9:54:08,45.79441654333333,36.16824409,9.626172455333332,3.6315873736666666,2.8680551076666667,0.763532266
8319,34,1,64,50,0.1409840497431738,0.089701809607492,0.1210440533283303,0.0757328767747047,0.120655538393782,0.1987166099287817,0.1166320584098064,0.1095882247780227,0.1270754605185195,0.0887367276596729,0.0985331911397052,0.1572389380530973,0.4591397849462366,0.4181959895132148,0.3511269276393832,0.402659584779111,0.3333333333333333,0.3636292955994402,b'White IR',12.5 mA,b'OK Read',10:06:22,34.359721140000005,27.641778466666665,6.717942672,2.929088021333333,2.3554742646666664,0.5736137563333333
8571,35,1,64,50,0.1538253582049202,0.0825723787385022,0.1063635191069732,0.0798036555046581,0.1230064945940413,0.2041154111234101,0.0871190300756916,0.0896609260473154,0.1342383504285883,0.0835087556964075,0.1040053147782303,0.1305486725663716,0.455268817204301,0.4060795011691349,0.3230419031130775,0.3650338263516002,0.2850886058890911,0.3182242264033587,b'White IR',12.5 mA,b'OK Read',10:20:39,22.909492036666663,18.77788152333333,4.131610510000001,2.183849364,1.7898875863333334,0.3939617776666666
8823,36,1,64,50,0.1538253582049202,0.1182417777975508,0.1758576347767628,0.0806232753831722,0.1427259926431819,0.23684238006725,0.0964699578002545,0.0934032536797568,0.1274507222141757,0.0793217516019338,0.1076592248116225,0.1424424778761062,0.4396989247311827,0.3878693403245234,0.3258311692475393,0.3738926473724,0.2828987265009097,0.325765821800653,b'White IR',12.5 mA,b'OK Read',10:34:11,21.7502016,16.820244746666663,4.929956850666667,2.302413336666667,1.781709302,0.5207040343333333
9075,37,1,64,50,0.1666666666666666,0.0988777541736644,0.1409464176135142,0.0838744342346116,0.1342712345931729,0.2327958898101543,0.1015071337664947,0.1008759907037721,0.1542226816069101,0.0866316593027828,0.1131313484501477,0.1572389380530973,0.4786236559139785,0.4242188053567633,0.3595588471033311,0.4070793029251556,0.3048312108348494,0.3484683563986938,b'White IR',12.5 mA,b'OK Read',10:46:32,22.081816823333337,18.2699787,3.8118381236666665,1.893637592,1.5667596246666669,0.3268779673333333
9327,38,1,64,50,0.1538253582049202,0.0764550823610539,0.1004889602851682,0.0716620980447512,0.0985912871950425,0.1869113009335644,0.0806350056936164,0.0747154519992849,0.1033187617680751,0.0657660366883342,0.1076592248116225,0.1246017699115044,0.5097204301075269,0.4727556153900659,0.3595588471033311,0.4159187392172446,0.2960716932821238,0.3409267610013994,b'White IR',12.5 mA,b'OK Read',10:58:59,35.05737190666667,28.454830116666667,6.602541793666667,2.1382764206666667,1.735757594,0.4025188266666666
9579,39,1,64,50,0.1538253582049202,0.0978544973250731,0.1350718587917091,0.0798036555046581,0.1258226795938242,0.2152523965664877,0.087829057539018,0.0902806745724331,0.1315983514819545,0.0814268199588239,0.1076592248116225,0.1335221238938053,0.4474838709677419,0.3999858286686034,0.3258311692475393,0.3716827882993778,0.2807088471127283,0.3182242264033587,b'White IR',12.5 mA,b'OK Read',11:11:18,24.76033576,20.28088467666667,4.479451085666667,2.143342263333333,1.755555384,0.387786879
9831,40,1,64,50,0.1281427412814274,0.1253823310235905,0.1921680366153473,0.0806232753831722,0.1403750364429226,0.2182859589398717,0.1274298345502043,0.1164412132769203,0.1300907211608095,0.0908186633972564,0.122257382122065,0.1721061946902654,0.400774193548387,0.3576135477928151,0.3342630887114872,0.3805222245914668,0.3245738157806078,0.3560877002021458,b'White IR',12.5 mA,b'OK Read',11:27:15,27.871352556666665,22.597818176666664,5.273534381666667,2.957234201,2.397592314333333,0.5596418866666667
10083,41,1,64,50,0.1538253582049202,0.1192650346461422,0.1725939909868711,0.08713469997359,0.1478869307925637,0.2334694346400451,0.1785518119097059,0.1569155592634527,0.1591241260352614,0.1106433181429133,0.1167852584835399,0.2106902654867256,0.4513548387096774,0.3939630128250549,0.3707800327017409,0.4247775602380445,0.383767940165757,0.4091121132016794,b'White IR',12.5 mA,b'OK Read',9:19:54,23.94511801333333,19.60343307333333,4.34168494,1.6803023856666668,1.3756862246666668,0.3046161603333333
